step,spawn_x,spawn_y,goal_x,goal_y,dist,speed,yaw_error_deg,left_action,right_action,r_dist,r_progress,r_align,r_time,r_action,r_total,cumulative,goal_reached
1937,0.00000,0.00000,0.23643,9.00927,9.15467,0.22981,83.61863,-0.53825,0.85003,-0.38834,0.00000,0.00334,-0.05000,-0.00556,-0.44179,-844.87767,False
1938,0.00000,0.00000,0.23643,9.00927,9.15483,0.30023,83.61765,-0.44040,-0.61518,-0.38834,0.00000,0.00571,-0.05000,-0.00734,-0.44160,-845.31926,False
1939,0.00000,0.00000,0.23643,9.00927,9.15499,0.29573,83.61376,-0.59263,0.11639,-0.38835,0.00000,0.00554,-0.05000,-0.00374,-0.43816,-845.75742,False
1940,0.00000,0.00000,0.23643,9.00927,9.15519,0.36516,83.60770,-0.16841,-0.64718,-0.38835,0.00000,0.00872,-0.05000,-0.00437,-0.43599,-846.19341,False
1941,0.00000,0.00000,0.23643,9.00927,9.15539,0.35968,83.59879,-0.94430,0.82092,-0.38836,0.00000,0.00845,-0.05000,-0.00830,-0.44019,-846.63360,False
1942,0.00000,0.00000,0.23643,9.00927,9.15558,0.35428,83.59306,0.83841,-0.85551,-0.38836,0.00000,0.00818,-0.05000,-0.01224,-0.44435,-847.07795,False
1943,0.00000,0.00000,0.23643,9.00927,9.15578,0.34962,83.58447,-0.27382,0.07367,-0.38837,0.00000,0.00796,-0.05000,-0.00725,-0.43960,-847.51755,False
1944,0.00000,0.00000,0.23643,9.00927,9.15601,0.41825,83.57374,-0.61397,-0.65073,-0.38837,0.00000,0.01189,-0.05000,-0.00400,-0.43279,-847.95034,False
1945,0.00000,0.00000,0.23643,9.00927,9.15628,0.48584,83.56093,-0.73420,-0.83687,-0.38838,0.00000,0.01673,-0.05000,-0.00111,-0.42547,-848.37580,False
1946,0.00000,0.00000,0.23643,9.00927,9.15658,0.55242,83.54601,-0.95960,-0.40270,-0.38839,0.00000,0.02235,-0.05000,-0.00245,-0.42154,-848.79735,False
1947,0.00000,0.00000,0.23643,9.00927,9.15693,0.61800,83.52905,-0.09010,-0.66194,-0.38840,0.00000,0.02856,-0.05000,-0.00454,-0.41784,-849.21519,False
1948,0.00000,0.00000,0.23643,9.00927,9.15727,0.60873,83.50937,-0.41640,0.60691,-0.38841,0.00000,0.02776,-0.05000,-0.00655,-0.42062,-849.63581,False
1949,0.00000,0.00000,0.23643,9.00927,9.15757,0.52572,83.49229,0.71434,0.40141,-0.38841,0.00000,0.02023,-0.05000,-0.00575,-0.42689,-850.06270,False
1950,0.00000,0.00000,0.23643,9.00927,9.15786,0.51783,83.47845,0.68448,-0.54213,-0.38842,0.00000,0.01961,-0.05000,-0.00472,-0.42644,-850.48914,False
1951,0.00000,0.00000,0.23643,9.00927,9.15815,0.51006,83.46183,-0.37329,0.29970,-0.38843,0.00000,0.01901,-0.05000,-0.00676,-0.42906,-850.91820,False
1952,0.00000,0.00000,0.23643,9.00927,9.15843,0.50240,83.44249,-0.35038,0.45747,-0.38844,0.00000,0.01844,-0.05000,-0.00080,-0.42365,-851.34185,False
1953,0.00000,0.00000,0.23643,9.00927,9.15869,0.45530,83.42355,0.01388,0.06645,-0.38844,0.00000,0.01481,-0.05000,-0.00267,-0.42889,-851.77075,False
1954,0.00000,0.00000,0.23643,9.00927,9.15891,0.37460,83.40717,0.94761,0.47717,-0.38845,0.00000,0.00958,-0.05000,-0.00510,-0.43611,-852.20685,False
1955,0.00000,0.00000,0.23643,9.00927,9.15911,0.36898,83.39397,0.50829,-0.63826,-0.38845,0.00000,0.00929,-0.05000,-0.00599,-0.43725,-852.64410,False
1956,0.00000,0.00000,0.23643,9.00927,9.15928,0.30092,83.38242,0.05194,0.88790,-0.38846,0.00000,0.00599,-0.05000,-0.00796,-0.44214,-853.08624,False
1957,0.00000,0.00000,0.23643,9.00927,9.15950,0.37028,83.36870,-0.70572,-0.93156,-0.38846,0.00000,0.00940,-0.05000,-0.00985,-0.44102,-853.52726,False
1958,0.00000,0.00000,0.23643,9.00927,9.15966,0.29085,83.35750,0.86800,0.24127,-0.38847,0.00000,0.00561,-0.05000,-0.00981,-0.44433,-853.97159,False
1959,0.00000,0.00000,0.23643,9.00927,9.15987,0.36036,83.34411,-0.79820,-0.14390,-0.38847,0.00000,0.00889,-0.05000,-0.00855,-0.44018,-854.41177,False
1960,0.00000,0.00000,0.23643,9.00927,9.16007,0.35495,83.32793,-0.41332,0.89401,-0.38848,0.00000,0.00863,-0.05000,-0.00553,-0.43742,-854.84919,False
1961,0.00000,0.00000,0.23643,9.00927,9.16023,0.27575,83.31422,0.39848,0.08675,-0.38848,0.00000,0.00506,-0.05000,-0.00572,-0.44073,-855.28991,False
1962,0.00000,0.00000,0.23643,9.00927,9.16038,0.27162,83.30367,0.95783,-0.71811,-0.38849,0.00000,0.00492,-0.05000,-0.00490,-0.44000,-855.72992,False
1963,0.00000,0.00000,0.23643,9.00927,9.16049,0.19367,83.29553,0.91744,0.55421,-0.38849,0.00000,0.00258,-0.05000,-0.00636,-0.44336,-856.17328,False
1964,0.00000,0.00000,0.23643,9.00927,9.16064,0.26464,83.28520,-0.61301,-0.94211,-0.38849,0.00000,0.00468,-0.05000,-0.01070,-0.44602,-856.61930,False
1965,0.00000,0.00000,0.23643,9.00927,9.16074,0.18680,83.27728,0.07501,0.39509,-0.38850,0.00000,0.00243,-0.05000,-0.00752,-0.44462,-857.06392,False
1966,0.00000,0.00000,0.23643,9.00927,9.16085,0.18399,83.26649,-0.51969,0.62101,-0.38850,0.00000,0.00237,-0.05000,-0.00318,-0.44035,-857.50427,False
1967,0.00000,0.00000,0.23643,9.00927,9.16095,0.18123,83.25280,-0.91918,0.53298,-0.38850,0.00000,0.00231,-0.05000,-0.00205,-0.43928,-857.94355,False
1968,0.00000,0.00000,0.23643,9.00927,9.16110,0.25238,83.23690,-0.30470,-0.66774,-0.38851,0.00000,0.00430,-0.05000,-0.00674,-0.44241,-858.38596,False
1969,0.00000,0.00000,0.23643,9.00927,9.16124,0.24860,83.21822,-0.26808,0.32451,-0.38851,0.00000,0.00418,-0.05000,-0.00496,-0.44073,-858.82669,False
1970,0.00000,0.00000,0.23643,9.00927,9.16134,0.17100,83.20196,0.32767,0.67618,-0.38851,0.00000,0.00211,-0.05000,-0.00346,-0.44085,-859.26754,False
1971,0.00000,0.00000,0.23643,9.00927,9.16144,0.16843,83.18281,-0.24308,0.85041,-0.38851,0.00000,0.00206,-0.05000,-0.00298,-0.44043,-859.70797,False
1972,0.00000,0.00000,0.23643,9.00927,9.16149,0.09204,83.16611,0.14202,0.23866,-0.38852,0.00000,0.00081,-0.05000,-0.00361,-0.44186,-860.14983,False
1973,0.00000,0.00000,0.23643,9.00927,9.16159,0.16452,83.14721,-0.22066,-0.75195,-0.38852,0.00000,0.00199,-0.05000,-0.00527,-0.44275,-860.59259,False
1974,0.00000,0.00000,0.23643,9.00927,9.16173,0.23593,83.12614,-0.78637,-0.73953,-0.38852,0.00000,0.00384,-0.05000,-0.00283,-0.43890,-861.03149,False
1975,0.00000,0.00000,0.23643,9.00927,9.16191,0.30626,83.10295,-0.50687,-0.77225,-0.38853,0.00000,0.00653,-0.05000,-0.00141,-0.43522,-861.46671,False
1976,0.00000,0.00000,0.23643,9.00927,9.16209,0.30166,83.08292,0.89296,-0.80325,-0.38853,0.00000,0.00635,-0.05000,-0.00700,-0.44095,-861.90766,False
1977,0.00000,0.00000,0.23643,9.00927,9.16226,0.29714,83.06609,0.77131,-0.71008,-0.38854,0.00000,0.00617,-0.05000,-0.00077,-0.43485,-862.34251,False
1978,0.00000,0.00000,0.23643,9.00927,9.16243,0.29268,83.04642,-0.73739,0.69803,-0.38854,0.00000,0.00600,-0.05000,-0.01032,-0.44459,-862.78710,False
1979,0.00000,0.00000,0.23643,9.00927,9.16256,0.21441,83.02921,0.30050,0.90909,-0.38854,0.00000,0.00326,-0.05000,-0.00530,-0.44182,-863.22892,False
1980,0.00000,0.00000,0.23643,9.00927,9.16267,0.18826,83.01080,-0.02842,0.29491,-0.38855,0.00000,0.00258,-0.05000,-0.00348,-0.44055,-863.66947,False
1981,0.00000,0.00000,0.23643,9.00927,9.16273,0.11406,82.99465,0.06992,0.76815,-0.38855,0.00000,0.00114,-0.05000,-0.00242,-0.44047,-864.10994,False
1982,0.00000,0.00000,0.23643,9.00927,9.16280,0.11235,82.97561,-0.46756,0.21047,-0.38855,0.00000,0.00112,-0.05000,-0.00387,-0.44196,-864.55190,False
1983,0.00000,0.00000,0.23643,9.00927,9.16286,0.11067,82.95367,-0.46156,0.30836,-0.38855,0.00000,0.00110,-0.05000,-0.00049,-0.43859,-864.99049,False
1984,0.00000,0.00000,0.23643,9.00927,9.16291,0.07601,82.93124,-0.00799,0.34057,-0.38855,0.00000,0.00065,-0.05000,-0.00227,-0.44062,-865.43111,False
1985,0.00000,0.00000,0.23643,9.00927,9.16295,0.07487,82.91190,0.24801,-0.82692,-0.38855,0.00000,0.00064,-0.05000,-0.00598,-0.44432,-865.87543,False
1986,0.00000,0.00000,0.23643,9.00927,9.16299,0.07375,82.89564,0.54794,-0.83057,-0.38855,0.00000,0.00063,-0.05000,-0.00150,-0.43984,-866.31527,False
1987,0.00000,0.00000,0.23643,9.00927,9.16303,0.07264,82.88247,0.65331,-0.17992,-0.38856,0.00000,0.00062,-0.05000,-0.00330,-0.44161,-866.75687,False
1988,0.00000,0.00000,0.23643,9.00927,9.16311,0.14542,82.86706,-0.37204,-0.89034,-0.38856,0.00000,0.00171,-0.05000,-0.00624,-0.44392,-867.20079,False
1989,0.00000,0.00000,0.23643,9.00927,9.16319,0.14324,82.85477,0.41605,-0.70025,-0.38856,0.00000,0.00167,-0.05000,-0.00405,-0.44176,-867.64255,False
1990,0.00000,0.00000,0.23643,9.00927,9.16327,0.14109,82.83960,-0.67016,0.45678,-0.38856,0.00000,0.00163,-0.05000,-0.00794,-0.44568,-868.08822,False
1991,0.00000,0.00000,0.23643,9.00927,9.16340,0.21285,82.82223,-0.86076,-0.96721,-0.38857,0.00000,0.00333,-0.05000,-0.00718,-0.44368,-868.53190,False
1992,0.00000,0.00000,0.23643,9.00927,9.16348,0.13578,82.80728,0.47481,0.83975,-0.38857,0.00000,0.00154,-0.05000,-0.01123,-0.44903,-868.98093,False
1993,0.00000,0.00000,0.23643,9.00927,9.16353,0.10684,82.79518,0.17095,-0.02036,-0.38857,0.00000,0.00107,-0.05000,-0.00456,-0.44263,-869.42356,False
1994,0.00000,0.00000,0.23643,9.00927,9.16359,0.10523,82.78015,-0.66659,0.59424,-0.38857,0.00000,0.00105,-0.05000,-0.00519,-0.44329,-869.86686,False
1995,0.00000,0.00000,0.23643,9.00927,9.16365,0.10365,82.76821,0.76852,-0.80970,-0.38857,0.00000,0.00103,-0.05000,-0.01004,-0.44815,-870.31501,False
1996,0.00000,0.00000,0.23643,9.00927,9.16370,0.10210,82.75939,0.93629,-0.31742,-0.38857,0.00000,0.00101,-0.05000,-0.00260,-0.44069,-870.75570,False
1997,0.00000,0.00000,0.23643,9.00927,9.16371,0.02670,82.75288,0.09522,0.70151,-0.38857,0.00000,0.00019,-0.05000,-0.00661,-0.44506,-871.20075,False
1998,0.00000,0.00000,0.23643,9.00927,9.16371,0.02630,82.74341,-0.87995,0.22883,-0.38857,0.00000,0.00019,-0.05000,-0.00542,-0.44387,-871.64463,False
1999,0.00000,0.00000,0.23643,9.00927,9.16377,0.09977,82.73171,-0.22385,-0.35645,-0.38857,0.00000,0.00098,-0.05000,-0.00440,-0.44252,-872.08715,False
2000,0.00000,0.00000,0.23643,9.00927,9.16384,0.13174,82.71742,-0.25421,0.00704,-0.38858,0.00000,0.00149,-0.05000,-0.00182,-0.43966,-872.52681,False
2001,0.00000,0.00000,0.23643,9.00927,9.16392,0.12977,82.70024,-0.52998,0.55871,-0.38858,0.00000,0.00146,-0.05000,-0.00308,-0.44095,-872.96776,False
2002,0.00000,0.00000,0.23643,9.00927,9.16399,0.12782,82.68016,-0.60601,0.22519,-0.38858,0.00000,0.00143,-0.05000,-0.00171,-0.43961,-873.40737,False
2003,0.00000,0.00000,0.23643,9.00927,9.16402,0.05203,82.66251,0.57122,0.27086,-0.38858,0.00000,0.00042,-0.05000,-0.00589,-0.44431,-873.85168,False
2004,0.00000,0.00000,0.23643,9.00927,9.16404,0.05125,82.64792,0.87195,-0.36719,-0.38858,0.00000,0.00041,-0.05000,-0.00353,-0.44194,-874.29363,False
2005,0.00000,0.00000,0.23643,9.00927,9.16402,0.02339,82.63573,0.93678,0.59229,-0.38858,0.00000,0.00017,-0.05000,-0.00481,-0.44300,-874.73663,False
2006,0.00000,0.00000,0.23643,9.00927,9.16399,0.03779,82.62639,0.27384,-0.04505,-0.38858,0.00000,0.00029,-0.05000,-0.00460,-0.44255,-875.17918,False
2007,0.00000,0.00000,0.23643,9.00927,9.16396,0.03722,82.61410,-0.24628,0.51994,-0.38858,0.00000,0.00028,-0.05000,-0.00384,-0.44182,-875.62100,False
2008,0.00000,0.00000,0.23643,9.00927,9.16397,0.03721,82.59953,-0.23971,-0.36442,-0.38858,0.00000,0.00028,-0.05000,-0.00442,-0.44289,-876.06389,False
2009,0.00000,0.00000,0.23643,9.00927,9.16399,0.03665,82.58804,0.41163,-0.75191,-0.38858,0.00000,0.00028,-0.05000,-0.00379,-0.44222,-876.50612,False
2010,0.00000,0.00000,0.23643,9.00927,9.16405,0.10997,82.57430,-0.75268,-0.51336,-0.38858,0.00000,0.00116,-0.05000,-0.00594,-0.44399,-876.95011,False
2011,0.00000,0.00000,0.23643,9.00927,9.16411,0.10832,82.56364,0.63137,-0.80860,-0.38858,0.00000,0.00114,-0.05000,-0.00708,-0.44510,-877.39522,False
2012,0.00000,0.00000,0.23643,9.00927,9.16419,0.14569,82.55044,-0.21813,-0.00417,-0.38859,0.00000,0.00180,-0.05000,-0.00585,-0.44348,-877.83870,False
2013,0.00000,0.00000,0.23643,9.00927,9.16427,0.14350,82.54033,0.84842,-0.85399,-0.38859,0.00000,0.00176,-0.05000,-0.00682,-0.44445,-878.28314,False
2014,0.00000,0.00000,0.23643,9.00927,9.16436,0.14135,82.52733,-0.31051,0.29731,-0.38859,0.00000,0.00172,-0.05000,-0.00817,-0.44585,-878.72900,False
2015,0.00000,0.00000,0.23643,9.00927,9.16444,0.13923,82.51143,-0.91134,0.37663,-0.38859,0.00000,0.00169,-0.05000,-0.00303,-0.44075,-879.16974,False
2016,0.00000,0.00000,0.23643,9.00927,9.16451,0.13714,82.49864,0.78646,-0.92123,-0.38859,0.00000,0.00165,-0.05000,-0.01069,-0.44841,-879.61815,False
2017,0.00000,0.00000,0.23643,9.00927,9.16454,0.06121,82.48820,0.78347,0.22951,-0.38859,0.00000,0.00053,-0.05000,-0.00575,-0.44412,-880.06227,False
2018,0.00000,0.00000,0.23643,9.00927,9.16457,0.06147,82.47487,-0.53479,0.07262,-0.38860,0.00000,0.00053,-0.05000,-0.00664,-0.44501,-880.50728,False
2019,0.00000,0.00000,0.23643,9.00927,9.16461,0.06054,82.45862,-0.46568,0.11486,-0.38860,0.00000,0.00052,-0.05000,-0.00041,-0.43880,-880.94608,False
2020,0.00000,0.00000,0.23643,9.00927,9.16459,0.01424,82.44473,0.34951,0.50128,-0.38860,0.00000,0.00010,-0.05000,-0.00451,-0.44283,-881.38891,False
2021,0.00000,0.00000,0.23643,9.00927,9.16457,0.01402,82.42793,-0.10854,0.18375,-0.38860,0.00000,0.00010,-0.05000,-0.00279,-0.44112,-881.83003,False
2022,0.00000,0.00000,0.23643,9.00927,9.16456,0.01381,82.40816,-0.07614,0.91433,-0.38860,0.00000,0.00010,-0.05000,-0.00366,-0.44202,-882.27205,False
2023,0.00000,0.00000,0.23643,9.00927,9.16459,0.06027,82.38618,-0.77971,-0.73053,-0.38860,0.00000,0.00053,-0.05000,-0.00895,-0.44736,-882.71941,False
2024,0.00000,0.00000,0.23643,9.00927,9.16466,0.11343,82.36346,-0.03478,-0.59863,-0.38860,0.00000,0.00126,-0.05000,-0.00378,-0.44182,-883.16122,False
2025,0.00000,0.00000,0.23643,9.00927,9.16473,0.11438,82.33786,-0.43178,0.06960,-0.38860,0.00000,0.00128,-0.05000,-0.00389,-0.44192,-883.60315,False
2026,0.00000,0.00000,0.23643,9.00927,9.16476,0.03879,82.31469,0.73986,0.43477,-0.38860,0.00000,0.00031,-0.05000,-0.00614,-0.44464,-884.04778,False
2027,0.00000,0.00000,0.23643,9.00927,9.16478,0.03821,82.28865,-0.59320,0.86735,-0.38860,0.00000,0.00031,-0.05000,-0.00701,-0.44552,-884.49330,False
2028,0.00000,0.00000,0.23643,9.00927,9.16480,0.03764,82.25972,-0.19308,0.67247,-0.38860,0.00000,0.00030,-0.05000,-0.00223,-0.44076,-884.93407,False
2029,0.00000,0.00000,0.23643,9.00927,9.16477,0.03680,82.23319,0.61310,0.21760,-0.38860,0.00000,0.00030,-0.05000,-0.00463,-0.44267,-885.37673,False
2030,0.00000,0.00000,0.23643,9.00927,9.16475,0.03625,82.20975,0.20169,-0.34284,-0.38860,0.00000,0.00029,-0.05000,-0.00348,-0.44151,-885.81824,False
2031,0.00000,0.00000,0.23643,9.00927,9.16472,0.03570,82.18341,-0.73598,0.40779,-0.38860,0.00000,0.00029,-0.05000,-0.00601,-0.44405,-886.26229,False
2032,0.00000,0.00000,0.23643,9.00927,9.16465,0.10904,82.15942,0.72378,0.74761,-0.38860,0.00000,0.00123,-0.05000,-0.00749,-0.44411,-886.70640,False
2033,0.00000,0.00000,0.23643,9.00927,9.16457,0.10740,82.13248,-0.34305,0.75987,-0.38860,0.00000,0.00120,-0.05000,-0.00533,-0.44198,-887.14838,False
2034,0.00000,0.00000,0.23643,9.00927,9.16450,0.10579,82.10863,0.11207,-0.65364,-0.38859,0.00000,0.00118,-0.05000,-0.00742,-0.44411,-887.59250,False
2035,0.00000,0.00000,0.23643,9.00927,9.16442,0.10421,82.08779,0.71096,-0.57342,-0.38859,0.00000,0.00116,-0.05000,-0.00302,-0.43970,-888.03220,False
2036,0.00000,0.00000,0.23643,9.00927,9.16430,0.17652,82.06930,0.33661,0.09171,-0.38859,0.00000,0.00269,-0.05000,-0.00382,-0.43848,-888.47068,False
2037,0.00000,0.00000,0.23643,9.00927,9.16418,0.17387,82.05380,0.95769,-0.77587,-0.38859,0.00000,0.00262,-0.05000,-0.00533,-0.44007,-888.91074,False
2038,0.00000,0.00000,0.23643,9.00927,9.16411,0.09739,82.03602,-0.17984,-0.24995,-0.38858,0.00000,0.00106,-0.05000,-0.00627,-0.44308,-889.35383,False
2039,0.00000,0.00000,0.23643,9.00927,9.16404,0.09593,82.01528,-0.56174,0.75721,-0.38858,0.00000,0.00104,-0.05000,-0.00539,-0.44224,-889.79607,False
2040,0.00000,0.00000,0.23643,9.00927,9.16402,0.02062,81.99228,-0.25071,-0.83472,-0.38858,0.00000,0.00016,-0.05000,-0.00811,-0.44637,-890.24244,False
2041,0.00000,0.00000,0.23643,9.00927,9.16400,0.02031,81.97236,0.73920,-0.26355,-0.38858,0.00000,0.00016,-0.05000,-0.00571,-0.44397,-890.68640,False
2042,0.00000,0.00000,0.23643,9.00927,9.16399,0.02000,81.94952,-0.38806,0.11803,-0.38858,0.00000,0.00016,-0.05000,-0.00595,-0.44422,-891.13063,False
2043,0.00000,0.00000,0.23643,9.00927,9.16397,0.01970,81.92376,-0.24220,0.29288,-0.38858,0.00000,0.00015,-0.05000,-0.00114,-0.43943,-891.57006,False
2044,0.00000,0.00000,0.23643,9.00927,9.16391,0.09328,81.90040,0.85097,0.19467,-0.38858,0.00000,0.00102,-0.05000,-0.00549,-0.44239,-892.01245,False
2045,0.00000,0.00000,0.23643,9.00927,9.16379,0.16575,81.87936,0.71086,0.52196,-0.38858,0.00000,0.00248,-0.05000,-0.00178,-0.43671,-892.44916,False
2046,0.00000,0.00000,0.23643,9.00927,9.16368,0.15157,81.86048,0.05125,-0.63625,-0.38857,0.00000,0.00214,-0.05000,-0.00666,-0.44202,-892.89118,False
