step,spawn_x,spawn_y,goal_x,goal_y,dist,speed,yaw_error_deg,left_action,right_action,r_dist,r_progress,r_align,r_time,r_action,r_total,cumulative,goal_reached
6410,0.00000,0.00000,-7.11681,8.97299,16.36693,2.15019,150.50415,0.93789,-0.59472,-0.48401,0.00000,-0.02380,-0.05000,-0.00872,-0.65938,-666.30212,False
6411,0.00000,0.00000,-7.11681,8.97299,16.37590,2.07773,150.51653,-0.42562,-0.00649,-0.48405,0.00000,-0.02298,-0.05000,-0.00742,-0.65415,-666.95627,False
6412,0.00000,0.00000,-7.11681,8.97299,16.38500,2.10587,150.52966,0.27285,0.04557,-0.48409,0.00000,-0.02328,-0.05000,-0.00350,-0.65187,-667.60813,False
6413,0.00000,0.00000,-7.11681,8.97299,16.39429,2.14807,150.54323,0.96974,0.97506,-0.48414,0.00000,-0.02374,-0.05000,-0.00581,-0.65652,-668.26466,False
6414,0.00000,0.00000,-7.11681,8.97299,16.40343,2.11577,150.55948,0.25508,-0.56118,-0.48418,0.00000,-0.02337,-0.05000,-0.00847,-0.65747,-668.92213,False
6415,0.00000,0.00000,-7.11681,8.97299,16.41277,2.15782,150.57607,0.38743,0.86323,-0.48422,0.00000,-0.02382,-0.05000,-0.00715,-0.65851,-669.58064,False
6416,0.00000,0.00000,-7.11681,8.97299,16.42228,2.19925,150.59300,0.35754,0.64877,-0.48426,0.00000,-0.02427,-0.05000,-0.00108,-0.65474,-670.23538,False
6417,0.00000,0.00000,-7.11681,8.97299,16.43198,2.24004,150.61026,0.29531,0.90582,-0.48431,0.00000,-0.02471,-0.05000,-0.00132,-0.65729,-670.89268,False
6418,0.00000,0.00000,-7.11681,8.97299,16.44185,2.28022,150.62784,0.67531,0.28768,-0.48435,0.00000,-0.02514,-0.05000,-0.00363,-0.66185,-671.55452,False
6419,0.00000,0.00000,-7.11681,8.97299,16.45190,2.31909,150.64575,0.70678,0.07356,-0.48440,0.00000,-0.02555,-0.05000,-0.00108,-0.66148,-672.21600,False
6420,0.00000,0.00000,-7.11681,8.97299,16.46179,2.28421,150.66037,-0.24101,0.52671,-0.48444,0.00000,-0.02515,-0.05000,-0.00525,-0.66381,-672.87981,False
6421,0.00000,0.00000,-7.11681,8.97299,16.47158,2.25832,150.67207,-0.05781,0.21716,-0.48449,0.00000,-0.02486,-0.05000,-0.00180,-0.65898,-673.53879,False
6422,0.00000,0.00000,-7.11681,8.97299,16.48122,2.22436,150.68649,0.55902,-0.65678,-0.48453,0.00000,-0.02447,-0.05000,-0.00535,-0.66078,-674.19957,False
6423,0.00000,0.00000,-7.11681,8.97299,16.49104,2.26478,150.70128,0.50522,0.50592,-0.48458,0.00000,-0.02491,-0.05000,-0.00582,-0.66350,-674.86307,False
6424,0.00000,0.00000,-7.11681,8.97299,16.50072,2.23072,150.71275,-0.39478,0.53405,-0.48462,0.00000,-0.02452,-0.05000,-0.00450,-0.66039,-675.52346,False
6425,0.00000,0.00000,-7.11681,8.97299,16.51057,2.27105,150.72458,0.73811,0.13347,-0.48466,0.00000,-0.02496,-0.05000,-0.00601,-0.66415,-676.18760,False
6426,0.00000,0.00000,-7.11681,8.97299,16.51996,2.16302,150.73547,-0.14868,-0.60403,-0.48470,0.00000,-0.02376,-0.05000,-0.00577,-0.65806,-676.84567,False
6427,0.00000,0.00000,-7.11681,8.97299,16.52953,2.20437,150.74670,0.57968,0.45163,-0.48475,0.00000,-0.02421,-0.05000,-0.00641,-0.66104,-677.50671,False
6428,0.00000,0.00000,-7.11681,8.97299,16.53863,2.09735,150.75710,-0.25031,-0.58261,-0.48479,0.00000,-0.02302,-0.05000,-0.00663,-0.65546,-678.16217,False
6429,0.00000,0.00000,-7.11681,8.97299,16.54792,2.13968,150.76779,0.73200,0.41902,-0.48483,0.00000,-0.02348,-0.05000,-0.00701,-0.65822,-678.82039,False
6430,0.00000,0.00000,-7.11681,8.97299,16.55707,2.10751,150.78123,0.99198,-0.31592,-0.48487,0.00000,-0.02311,-0.05000,-0.00390,-0.65338,-679.47378,False
6431,0.00000,0.00000,-7.11681,8.97299,16.56578,2.00534,150.79395,-0.06812,-0.72999,-0.48491,0.00000,-0.02198,-0.05000,-0.00569,-0.64964,-680.12341,False
6432,0.00000,0.00000,-7.11681,8.97299,16.57436,1.97519,150.80939,0.96810,-0.67343,-0.48494,0.00000,-0.02164,-0.05000,-0.00519,-0.64753,-680.77095,False
6433,0.00000,0.00000,-7.11681,8.97299,16.58249,1.87163,150.82397,-0.83413,-0.64112,-0.48498,0.00000,-0.02048,-0.05000,-0.00901,-0.64576,-681.41671,False
6434,0.00000,0.00000,-7.11681,8.97299,16.59049,1.84349,150.84129,0.32868,-0.62631,-0.48502,0.00000,-0.02016,-0.05000,-0.00581,-0.64103,-682.05774,False
6435,0.00000,0.00000,-7.11681,8.97299,16.59805,1.74191,150.85768,-0.69653,-0.20112,-0.48505,0.00000,-0.01902,-0.05000,-0.00555,-0.63526,-682.69300,False
6436,0.00000,0.00000,-7.11681,8.97299,16.60583,1.78960,150.87451,0.67014,0.48236,-0.48508,0.00000,-0.01954,-0.05000,-0.00764,-0.64000,-683.33301,False
6437,0.00000,0.00000,-7.11681,8.97299,16.61349,1.76271,150.89404,0.73526,-0.50544,-0.48512,0.00000,-0.01923,-0.05000,-0.00495,-0.63587,-683.96888,False
6438,0.00000,0.00000,-7.11681,8.97299,16.62103,1.73621,150.91035,-0.71799,0.46355,-0.48515,0.00000,-0.01893,-0.05000,-0.00873,-0.63826,-684.60714,False
6439,0.00000,0.00000,-7.11681,8.97299,16.62846,1.71012,150.92943,0.75033,-0.33101,-0.48518,0.00000,-0.01863,-0.05000,-0.00835,-0.63644,-685.24358,False
6440,0.00000,0.00000,-7.11681,8.97299,16.63578,1.68442,150.94522,-0.59237,0.14776,-0.48521,0.00000,-0.01833,-0.05000,-0.00713,-0.63387,-685.87745,False
6441,0.00000,0.00000,-7.11681,8.97299,16.64332,1.73297,150.96143,0.86430,0.10620,-0.48524,0.00000,-0.01886,-0.05000,-0.00729,-0.63675,-686.51419,False
6442,0.00000,0.00000,-7.11681,8.97299,16.65074,1.70693,150.98038,0.74122,-0.62168,-0.48528,0.00000,-0.01856,-0.05000,-0.00369,-0.63174,-687.14593,False
6443,0.00000,0.00000,-7.11681,8.97299,16.65805,1.68127,151.00204,0.28166,-0.48852,-0.48531,0.00000,-0.01826,-0.05000,-0.00239,-0.62907,-687.77500,False
6444,0.00000,0.00000,-7.11681,8.97299,16.66525,1.65601,151.02051,-0.83400,0.80720,-0.48534,0.00000,-0.01797,-0.05000,-0.00855,-0.63389,-688.40889,False
6445,0.00000,0.00000,-7.11681,8.97299,16.67235,1.63112,151.03574,-0.58453,0.95876,-0.48537,0.00000,-0.01769,-0.05000,-0.00146,-0.62546,-689.03435,False
6446,0.00000,0.00000,-7.11681,8.97299,16.67944,1.62923,151.04884,-0.02906,0.27748,-0.48540,0.00000,-0.01766,-0.05000,-0.00440,-0.62834,-689.66270,False
6447,0.00000,0.00000,-7.11681,8.97299,16.68610,1.53088,151.06111,-0.62051,-0.32356,-0.48543,0.00000,-0.01655,-0.05000,-0.00422,-0.62279,-690.28549,False
6448,0.00000,0.00000,-7.11681,8.97299,16.69266,1.50788,151.07619,0.94222,-0.40467,-0.48545,0.00000,-0.01628,-0.05000,-0.00782,-0.62515,-690.91064,False
6449,0.00000,0.00000,-7.11681,8.97299,16.69912,1.48522,151.08806,-0.20576,0.69026,-0.48548,0.00000,-0.01602,-0.05000,-0.00793,-0.62407,-691.53470,False
6450,0.00000,0.00000,-7.11681,8.97299,16.70549,1.46291,151.10269,0.37264,-0.50978,-0.48551,0.00000,-0.01576,-0.05000,-0.00666,-0.62157,-692.15627,False
6451,0.00000,0.00000,-7.11681,8.97299,16.71144,1.36706,151.11658,-0.30409,-0.33193,-0.48553,0.00000,-0.01464,-0.05000,-0.00350,-0.61316,-692.76944,False
6452,0.00000,0.00000,-7.11681,8.97299,16.71730,1.34652,151.12723,-0.53906,0.57852,-0.48556,0.00000,-0.01440,-0.05000,-0.00470,-0.61325,-693.38269,False
6453,0.00000,0.00000,-7.11681,8.97299,16.72339,1.40016,151.13832,0.88068,0.53797,-0.48558,0.00000,-0.01502,-0.05000,-0.00710,-0.61868,-694.00137,False
6454,0.00000,0.00000,-7.11681,8.97299,16.72940,1.37913,151.14624,-0.37315,0.97552,-0.48561,0.00000,-0.01477,-0.05000,-0.00664,-0.61706,-694.61843,False
6455,0.00000,0.00000,-7.11681,8.97299,16.73564,1.43228,151.15460,0.64885,0.92693,-0.48564,0.00000,-0.01538,-0.05000,-0.00512,-0.61854,-695.23697,False
6456,0.00000,0.00000,-7.11681,8.97299,16.74179,1.41076,151.15979,-0.58454,0.69928,-0.48566,0.00000,-0.01513,-0.05000,-0.00627,-0.61851,-695.85548,False
6457,0.00000,0.00000,-7.11681,8.97299,16.74784,1.38957,151.16783,0.79660,-0.45122,-0.48569,0.00000,-0.01488,-0.05000,-0.00899,-0.62011,-696.47559,False
6458,0.00000,0.00000,-7.11681,8.97299,16.75413,1.44256,151.17630,0.82197,0.77935,-0.48571,0.00000,-0.01549,-0.05000,-0.00615,-0.62022,-697.09581,False
6459,0.00000,0.00000,-7.11681,8.97299,16.76000,1.34702,151.18394,-0.60702,-0.52606,-0.48574,0.00000,-0.01438,-0.05000,-0.00968,-0.61852,-697.71433,False
6460,0.00000,0.00000,-7.11681,8.97299,16.76546,1.25291,151.19089,-0.70341,-0.32346,-0.48576,0.00000,-0.01326,-0.05000,-0.00112,-0.60473,-698.31905,False
6461,0.00000,0.00000,-7.11681,8.97299,16.77116,1.30796,151.19824,0.93601,0.23919,-0.48578,0.00000,-0.01391,-0.05000,-0.00867,-0.61537,-698.93442,False
6462,0.00000,0.00000,-7.11681,8.97299,16.77678,1.28832,151.20247,-0.11129,0.90639,-0.48581,0.00000,-0.01368,-0.05000,-0.00621,-0.61186,-699.54629,False
6463,0.00000,0.00000,-7.11681,8.97299,16.78231,1.26896,151.20952,0.60110,-0.15719,-0.48583,0.00000,-0.01344,-0.05000,-0.00640,-0.61100,-700.15729,False
6464,0.00000,0.00000,-7.11681,8.97299,16.78807,1.32178,151.21695,0.07095,0.94417,-0.48585,0.00000,-0.01407,-0.05000,-0.00611,-0.61367,-700.77096,False
6465,0.00000,0.00000,-7.11681,8.97299,16.79384,1.32213,151.22220,-0.03397,0.90323,-0.48588,0.00000,-0.01407,-0.05000,-0.00056,-0.60819,-701.37914,False
6466,0.00000,0.00000,-7.11681,8.97299,16.79985,1.37614,151.22791,0.84603,0.49812,-0.48590,0.00000,-0.01470,-0.05000,-0.00484,-0.61550,-701.99465,False
6467,0.00000,0.00000,-7.11681,8.97299,16.80561,1.32070,151.23160,-0.43754,0.00441,-0.48593,0.00000,-0.01405,-0.05000,-0.00688,-0.61449,-702.60914,False
6468,0.00000,0.00000,-7.11681,8.97299,16.81161,1.37473,151.23572,0.73471,0.74627,-0.48595,0.00000,-0.01468,-0.05000,-0.00694,-0.61757,-703.22670,False
6469,0.00000,0.00000,-7.11681,8.97299,16.81785,1.42795,151.24034,0.91990,0.94811,-0.48598,0.00000,-0.01529,-0.05000,-0.00137,-0.61500,-703.84170,False
6470,0.00000,0.00000,-7.11681,8.97299,16.82399,1.40650,151.24176,-0.17325,0.93676,-0.48600,0.00000,-0.01504,-0.05000,-0.00547,-0.61794,-704.45964,False
6471,0.00000,0.00000,-7.11681,8.97299,16.83037,1.45924,151.24364,0.60805,0.21036,-0.48603,0.00000,-0.01564,-0.05000,-0.00533,-0.62076,-705.08041,False
6472,0.00000,0.00000,-7.11681,8.97299,16.83697,1.51119,151.24602,0.64105,0.63559,-0.48605,0.00000,-0.01623,-0.05000,-0.00213,-0.62044,-705.70085,False
6473,0.00000,0.00000,-7.11681,8.97299,16.84348,1.48848,151.24519,-0.67826,0.08955,-0.48608,0.00000,-0.01597,-0.05000,-0.00714,-0.62427,-706.32512,False
6474,0.00000,0.00000,-7.11681,8.97299,16.85021,1.53999,151.24487,0.94317,0.08870,-0.48611,0.00000,-0.01655,-0.05000,-0.00811,-0.62809,-706.95321,False
6475,0.00000,0.00000,-7.11681,8.97299,16.85685,1.51685,151.24138,-0.77448,0.78763,-0.48613,0.00000,-0.01630,-0.05000,-0.00927,-0.62804,-707.58125,False
6476,0.00000,0.00000,-7.11681,8.97299,16.86338,1.49406,151.24072,0.81339,-0.50384,-0.48616,0.00000,-0.01604,-0.05000,-0.01023,-0.62778,-708.20902,False
6477,0.00000,0.00000,-7.11681,8.97299,16.87007,1.52962,151.23979,0.04278,0.56453,-0.48619,0.00000,-0.01644,-0.05000,-0.00659,-0.62612,-708.83514,False
6478,0.00000,0.00000,-7.11681,8.97299,16.87699,1.58051,151.23930,0.57647,0.92966,-0.48622,0.00000,-0.01701,-0.05000,-0.00323,-0.62559,-709.46074,False
6479,0.00000,0.00000,-7.11681,8.97299,16.88380,1.55676,151.23564,-0.33861,0.98136,-0.48624,0.00000,-0.01675,-0.05000,-0.00458,-0.62570,-710.08644,False
6480,0.00000,0.00000,-7.11681,8.97299,16.89084,1.60724,151.23247,0.82064,0.36439,-0.48627,0.00000,-0.01731,-0.05000,-0.00657,-0.63050,-710.71694,False
6481,0.00000,0.00000,-7.11681,8.97299,16.89777,1.58309,151.22614,-0.68240,0.95695,-0.48630,0.00000,-0.01705,-0.05000,-0.00808,-0.63071,-711.34765,False
6482,0.00000,0.00000,-7.11681,8.97299,16.90459,1.55931,151.22269,0.93100,-0.38786,-0.48633,0.00000,-0.01678,-0.05000,-0.01050,-0.63189,-711.97954,False
6483,0.00000,0.00000,-7.11681,8.97299,16.91107,1.47807,151.21927,-0.04238,-0.40039,-0.48635,0.00000,-0.01587,-0.05000,-0.00487,-0.62180,-712.60134,False
6484,0.00000,0.00000,-7.11681,8.97299,16.91744,1.45587,151.21274,-0.39708,0.82834,-0.48638,0.00000,-0.01562,-0.05000,-0.00639,-0.62215,-713.22349,False
6485,0.00000,0.00000,-7.11681,8.97299,16.92372,1.43400,151.20903,0.58275,-0.66268,-0.48640,0.00000,-0.01537,-0.05000,-0.00892,-0.62350,-713.84699,False
6486,0.00000,0.00000,-7.11681,8.97299,16.93023,1.48632,151.20586,0.23551,0.72267,-0.48643,0.00000,-0.01597,-0.05000,-0.00714,-0.62461,-714.47161,False
6487,0.00000,0.00000,-7.11681,8.97299,16.93668,1.47273,151.20523,0.76545,-0.05727,-0.48645,0.00000,-0.01582,-0.05000,-0.00471,-0.62151,-715.09311,False
6488,0.00000,0.00000,-7.11681,8.97299,16.94336,1.52447,151.20509,0.78855,0.53307,-0.48648,0.00000,-0.01640,-0.05000,-0.00295,-0.62259,-715.71570,False
6489,0.00000,0.00000,-7.11681,8.97299,16.94994,1.50157,151.20177,-0.41054,0.86534,-0.48651,0.00000,-0.01614,-0.05000,-0.00622,-0.62467,-716.34037,False
6490,0.00000,0.00000,-7.11681,8.97299,16.95675,1.55288,151.19891,0.89417,0.87816,-0.48653,0.00000,-0.01672,-0.05000,-0.00652,-0.62783,-716.96820,False
6491,0.00000,0.00000,-7.11681,8.97299,16.96350,1.54111,151.19859,0.16807,-0.05153,-0.48656,0.00000,-0.01659,-0.05000,-0.00590,-0.62656,-717.59476,False
6492,0.00000,0.00000,-7.11681,8.97299,16.97015,1.51796,151.20105,0.35786,-0.12758,-0.48659,0.00000,-0.01633,-0.05000,-0.00102,-0.62046,-718.21522,False
6493,0.00000,0.00000,-7.11681,8.97299,16.97703,1.56902,151.20399,0.95935,0.90578,-0.48661,0.00000,-0.01690,-0.05000,-0.00598,-0.62827,-718.84349,False
6494,0.00000,0.00000,-7.11681,8.97299,16.98380,1.54545,151.20973,0.20564,-0.45687,-0.48664,0.00000,-0.01663,-0.05000,-0.00779,-0.62878,-719.47227,False
6495,0.00000,0.00000,-7.11681,8.97299,16.99080,1.59610,151.21597,0.94475,0.82928,-0.48667,0.00000,-0.01720,-0.05000,-0.00742,-0.63124,-720.10351,False
6496,0.00000,0.00000,-7.11681,8.97299,16.99801,1.64599,151.22258,0.92253,0.41573,-0.48669,0.00000,-0.01775,-0.05000,-0.00207,-0.62864,-720.73215,False
6497,0.00000,0.00000,-7.11681,8.97299,17.00512,1.62126,151.22600,-0.36857,0.74986,-0.48672,0.00000,-0.01747,-0.05000,-0.00667,-0.63194,-721.36409,False
6498,0.00000,0.00000,-7.11681,8.97299,17.01245,1.67077,151.22984,0.85016,0.74698,-0.48675,0.00000,-0.01802,-0.05000,-0.00609,-0.63413,-721.99822,False
6499,0.00000,0.00000,-7.11681,8.97299,17.01966,1.64566,151.23651,0.26946,-0.14298,-0.48678,0.00000,-0.01773,-0.05000,-0.00531,-0.63197,-722.63020,False
6500,0.00000,0.00000,-7.11681,8.97299,17.02710,1.69481,151.24362,0.77935,0.95419,-0.48681,0.00000,-0.01827,-0.05000,-0.00605,-0.63545,-723.26565,False
6501,0.00000,0.00000,-7.11681,8.97299,17.03448,1.68285,151.24815,-0.04756,0.80920,-0.48683,0.00000,-0.01814,-0.05000,-0.00420,-0.63298,-723.89863,False
6502,0.00000,0.00000,-7.11681,8.97299,17.04175,1.65756,151.25552,0.85055,-0.15805,-0.48686,0.00000,-0.01785,-0.05000,-0.00660,-0.63402,-724.53265,False
6503,0.00000,0.00000,-7.11681,8.97299,17.04923,1.70653,151.26329,0.38507,0.23275,-0.48689,0.00000,-0.01839,-0.05000,-0.00304,-0.63318,-725.16583,False
6504,0.00000,0.00000,-7.11681,8.97299,17.05629,1.60701,151.27028,-0.27224,-0.21207,-0.48692,0.00000,-0.01729,-0.05000,-0.00397,-0.62868,-725.79451,False
6505,0.00000,0.00000,-7.11681,8.97299,17.06323,1.58287,151.27408,-0.55973,0.91808,-0.48694,0.00000,-0.01702,-0.05000,-0.00583,-0.62925,-726.42377,False
6506,0.00000,0.00000,-7.11681,8.97299,17.07040,1.63296,151.27832,0.86025,0.83914,-0.48697,0.00000,-0.01757,-0.05000,-0.00711,-0.63331,-727.05707,False
6507,0.00000,0.00000,-7.11681,8.97299,17.07746,1.60842,151.27936,-0.24641,0.48326,-0.48700,0.00000,-0.01730,-0.05000,-0.00581,-0.63071,-727.68779,False
6508,0.00000,0.00000,-7.11681,8.97299,17.08455,1.61420,151.27875,-0.01418,0.86581,-0.48703,0.00000,-0.01736,-0.05000,-0.00224,-0.62750,-728.31528,False
6509,0.00000,0.00000,-7.11681,8.97299,17.09129,1.53652,151.27834,-0.03348,-0.90419,-0.48705,0.00000,-0.01650,-0.05000,-0.00885,-0.62986,-728.94514,False
6510,0.00000,0.00000,-7.11681,8.97299,17.09794,1.51344,151.27481,-0.35578,0.92837,-0.48708,0.00000,-0.01624,-0.05000,-0.00930,-0.62909,-729.57423,False
6511,0.00000,0.00000,-7.11681,8.97299,17.10481,1.56457,151.27176,0.91867,0.21118,-0.48710,0.00000,-0.01681,-0.05000,-0.00731,-0.62995,-730.20418,False
6512,0.00000,0.00000,-7.11681,8.97299,17.11158,1.54106,151.27151,0.90530,-0.59053,-0.48713,0.00000,-0.01655,-0.05000,-0.00401,-0.62540,-730.82957,False
6513,0.00000,0.00000,-7.11681,8.97299,17.11793,1.44403,151.27055,-0.73823,-0.86563,-0.48715,0.00000,-0.01546,-0.05000,-0.00833,-0.62436,-731.45393,False
6514,0.00000,0.00000,-7.11681,8.97299,17.12450,1.49621,151.27007,0.46399,0.30599,-0.48718,0.00000,-0.01605,-0.05000,-0.00839,-0.62734,-732.08127,False
6515,0.00000,0.00000,-7.11681,8.97299,17.13097,1.47373,151.27242,0.41423,-0.12614,-0.48720,0.00000,-0.01579,-0.05000,-0.00217,-0.61992,-732.70119,False
6516,0.00000,0.00000,-7.11681,8.97299,17.13768,1.52546,151.27519,0.51972,0.86592,-0.48723,0.00000,-0.01637,-0.05000,-0.00499,-0.62561,-733.32680,False
6517,0.00000,0.00000,-7.11681,8.97299,17.14395,1.42867,151.27728,-0.88794,-0.07553,-0.48725,0.00000,-0.01528,-0.05000,-0.00847,-0.62376,-733.95056,False
6518,0.00000,0.00000,-7.11681,8.97299,17.15014,1.40721,151.28214,0.64816,-0.32260,-0.48727,0.00000,-0.01503,-0.05000,-0.00778,-0.62192,-734.57248,False
6519,0.00000,0.00000,-7.11681,8.97299,17.15655,1.45994,151.28749,0.89404,0.47676,-0.48730,0.00000,-0.01563,-0.05000,-0.00418,-0.62127,-735.19374,False
6520,0.00000,0.00000,-7.11681,8.97299,17.16320,1.51188,151.29329,0.47015,0.84902,-0.48732,0.00000,-0.01621,-0.05000,-0.00282,-0.62278,-735.81653,False
6521,0.00000,0.00000,-7.11681,8.97299,17.17006,1.56303,151.29945,0.58961,0.41471,-0.48735,0.00000,-0.01678,-0.05000,-0.00225,-0.62504,-736.44157,False
6522,0.00000,0.00000,-7.11681,8.97299,17.17715,1.61342,151.30608,0.97610,0.87160,-0.48737,0.00000,-0.01734,-0.05000,-0.00299,-0.62859,-737.07016,False
6523,0.00000,0.00000,-7.11681,8.97299,17.18414,1.58918,151.31552,0.12004,-0.70908,-0.48740,0.00000,-0.01706,-0.05000,-0.00899,-0.63329,-737.70345,False
6524,0.00000,0.00000,-7.11681,8.97299,17.19129,1.62755,151.32475,0.05141,0.79595,-0.48742,0.00000,-0.01748,-0.05000,-0.00753,-0.63396,-738.33742,False
6525,0.00000,0.00000,-7.11681,8.97299,17.19833,1.60310,151.33687,0.77367,-0.59977,-0.48745,0.00000,-0.01721,-0.05000,-0.00786,-0.63295,-738.97037,False
6526,0.00000,0.00000,-7.11681,8.97299,17.20527,1.57901,151.35173,0.71083,-0.84831,-0.48748,0.00000,-0.01693,-0.05000,-0.00128,-0.62507,-739.59544,False
6527,0.00000,0.00000,-7.11681,8.97299,17.21211,1.55528,151.36339,-0.53470,0.40816,-0.48750,0.00000,-0.01666,-0.05000,-0.00885,-0.63136,-740.22680,False
6528,0.00000,0.00000,-7.11681,8.97299,17.21884,1.53191,151.37787,0.55708,-0.20021,-0.48753,0.00000,-0.01639,-0.05000,-0.00625,-0.62749,-740.85430,False
6529,0.00000,0.00000,-7.11681,8.97299,17.22580,1.58277,151.39273,0.86384,0.75063,-0.48755,0.00000,-0.01695,-0.05000,-0.00500,-0.62909,-741.48339,False
6530,0.00000,0.00000,-7.11681,8.97299,17.23265,1.55899,151.41039,0.08120,-0.95727,-0.48758,0.00000,-0.01668,-0.05000,-0.00939,-0.63217,-742.11556,False
6531,0.00000,0.00000,-7.11681,8.97299,17.23973,1.60943,151.42839,0.42565,0.92808,-0.48760,0.00000,-0.01723,-0.05000,-0.00958,-0.63515,-742.75071,False
6532,0.00000,0.00000,-7.11681,8.97299,17.24637,1.51138,151.44560,-0.31262,-0.92292,-0.48763,0.00000,-0.01613,-0.05000,-0.00996,-0.63017,-743.38088,False
6533,0.00000,0.00000,-7.11681,8.97299,17.25292,1.48867,151.46562,0.33856,-0.30870,-0.48765,0.00000,-0.01586,-0.05000,-0.00448,-0.62343,-744.00431,False
6534,0.00000,0.00000,-7.11681,8.97299,17.25937,1.46630,151.48241,-0.96004,0.71948,-0.48767,0.00000,-0.01560,-0.05000,-0.00828,-0.62604,-744.63035,False
6535,0.00000,0.00000,-7.11681,8.97299,17.26572,1.44427,151.50197,0.78199,-0.60515,-0.48770,0.00000,-0.01535,-0.05000,-0.01094,-0.62750,-745.25784,False
6536,0.00000,0.00000,-7.11681,8.97299,17.27197,1.42257,151.51836,-0.72461,0.38823,-0.48772,0.00000,-0.01509,-0.05000,-0.00902,-0.62439,-745.88224,False
6537,0.00000,0.00000,-7.11681,8.97299,17.27789,1.34488,151.53481,-0.03937,-0.58528,-0.48774,0.00000,-0.01419,-0.05000,-0.00595,-0.61705,-746.49929,False
6538,0.00000,0.00000,-7.11681,8.97299,17.28372,1.32467,151.55406,0.56437,-0.34581,-0.48776,0.00000,-0.01395,-0.05000,-0.00325,-0.61323,-747.11251,False
6539,0.00000,0.00000,-7.11681,8.97299,17.28978,1.37865,151.57370,0.96125,0.68832,-0.48778,0.00000,-0.01457,-0.05000,-0.00554,-0.61854,-747.73105,False
6540,0.00000,0.00000,-7.11681,8.97299,17.29543,1.28406,151.59256,-0.25319,-0.10835,-0.48780,0.00000,-0.01346,-0.05000,-0.00726,-0.61500,-748.34605,False
6541,0.00000,0.00000,-7.11681,8.97299,17.30132,1.33865,151.61179,0.64875,0.51297,-0.48782,0.00000,-0.01409,-0.05000,-0.00548,-0.61628,-748.96233,False
6542,0.00000,0.00000,-7.11681,8.97299,17.30745,1.39241,151.63144,0.80022,0.76811,-0.48784,0.00000,-0.01470,-0.05000,-0.00148,-0.61529,-749.57762,False
6543,0.00000,0.00000,-7.11681,8.97299,17.31381,1.44536,151.65143,0.64953,0.26774,-0.48787,0.00000,-0.01529,-0.05000,-0.00261,-0.61937,-750.19699,False
6544,0.00000,0.00000,-7.11681,8.97299,17.32007,1.42365,151.67424,0.70080,-0.78310,-0.48789,0.00000,-0.01503,-0.05000,-0.00526,-0.62082,-750.81781,False
6545,0.00000,0.00000,-7.11681,8.97299,17.32657,1.47613,151.69739,0.53212,0.72095,-0.48791,0.00000,-0.01561,-0.05000,-0.00757,-0.62605,-751.44386,False
6546,0.00000,0.00000,-7.11681,8.97299,17.33329,1.52782,151.72092,0.82449,0.26139,-0.48794,0.00000,-0.01617,-0.05000,-0.00272,-0.62408,-752.06794,False
6547,0.00000,0.00000,-7.11681,8.97299,17.33992,1.50487,151.74713,0.98207,-0.13383,-0.48796,0.00000,-0.01590,-0.05000,-0.00213,-0.62221,-752.69015,False
6548,0.00000,0.00000,-7.11681,8.97299,17.34644,1.48226,151.77020,-0.55884,0.09935,-0.48798,0.00000,-0.01564,-0.05000,-0.00779,-0.62666,-753.31681,False
6549,0.00000,0.00000,-7.11681,8.97299,17.35320,1.53386,151.79358,0.90854,0.14740,-0.48801,0.00000,-0.01620,-0.05000,-0.00734,-0.62908,-753.94589,False
6550,0.00000,0.00000,-7.11681,8.97299,17.35985,1.51081,151.81973,0.52497,-0.23956,-0.48803,0.00000,-0.01593,-0.05000,-0.00272,-0.62319,-754.56909,False
6551,0.00000,0.00000,-7.11681,8.97299,17.36672,1.56198,151.84621,0.89850,0.72212,-0.48805,0.00000,-0.01648,-0.05000,-0.00516,-0.62847,-755.19756,False
6552,0.00000,0.00000,-7.11681,8.97299,17.37317,1.46464,151.87189,-0.37994,-0.87440,-0.48808,0.00000,-0.01540,-0.05000,-0.01023,-0.62820,-755.82576,False
6553,0.00000,0.00000,-7.11681,8.97299,17.37953,1.44263,151.89432,-0.13503,0.26010,-0.48810,0.00000,-0.01514,-0.05000,-0.00580,-0.62257,-756.44833,False
6554,0.00000,0.00000,-7.11681,8.97299,17.38611,1.49483,151.91710,0.33538,0.87721,-0.48812,0.00000,-0.01571,-0.05000,-0.00388,-0.62355,-757.07188,False
6555,0.00000,0.00000,-7.11681,8.97299,17.39260,1.47237,151.94267,0.53310,-0.85393,-0.48814,0.00000,-0.01545,-0.05000,-0.00871,-0.62717,-757.69905,False
6556,0.00000,0.00000,-7.11681,8.97299,17.39899,1.45025,151.96500,-0.09563,0.26501,-0.48817,0.00000,-0.01519,-0.05000,-0.00642,-0.62367,-758.32271,False
6557,0.00000,0.00000,-7.11681,8.97299,17.40561,1.50233,151.98767,0.62858,0.35236,-0.48819,0.00000,-0.01576,-0.05000,-0.00365,-0.62379,-758.94651,False
6558,0.00000,0.00000,-7.11681,8.97299,17.41213,1.47976,152.01314,0.29951,-0.93211,-0.48821,0.00000,-0.01550,-0.05000,-0.00663,-0.62555,-759.57205,False
6559,0.00000,0.00000,-7.11681,8.97299,17.41855,1.45753,152.03537,-0.17415,0.28448,-0.48823,0.00000,-0.01524,-0.05000,-0.00653,-0.62424,-760.19629,False
